gene,pvalue,sidak,holm-sidak,holm,simes-hochberg,hommel,fdr_bh,fdr_by,fdr_tsbh,fdr_tsbky
factor,numeric,numeric,numeric,numeric,numeric,numeric,numeric,numeric,numeric,numeric
3830403N18Rik,0.001054348337679389,0.9999999999006911,0.9999997683216139,1.0,0.5,0.5,0.003127049847872168,0.03304810821366467,0.0013822093103331636,0.0014681623636536951
3830406C13Rik,0.0013396986213548997,0.9999999999998059,0.999999994702113,1.0,0.5,0.5,0.0038343450267199143,0.04052313059793183,0.0016948458300299484,0.0018002402684189729
3830408C21Rik,1.514225290386035e-12,3.306176676876049e-08,3.270592197068822e-08,3.270575204704797e-08,3.270575204704797e-08,3.2147002914895524e-08,1.395409825662496e-10,1.4747336040160978e-09,6.167949174438375e-11,6.551504733141016e-11
3830417A13Rik,0.0019455808084047309,1.0,0.9999999999978119,1.0,0.5,0.5,0.005269903653447978,0.05569477772579953,0.002329387201585895,0.0024742407638107195
3830431G21Rik,0.12608702716691295,1.0,1.0,1.0,0.5,0.5,0.17339447950887305,1.0,0.07664331417697781,0.0814093990389935
3930402G23Rik,0.003735136939359782,1.0,1.0,1.0,0.5,0.5,0.009224226172700092,0.09748588592220368,0.004077265127449326,0.004330810943037216
4430402I18Rik,0.000591484347452993,0.999997547223972,0.9998658165894457,1.0,0.5,0.5,0.0019041206309341934,0.020123626972497536,0.0008416537606094119,0.0008939922234039139
4432412L15Rik,0.007356609130997879,1.0,1.0,1.0,0.5,0.5,0.01636109841432149,0.17291165065975558,0.007231884253760956,0.007681600898139221
4631405J19Rik,1.223724937338442e-05,0.2344721917666719,0.19654979596608535,0.21883873054423358,0.21881281920460147,0.1454641833014206,6.749394779279887e-05,0.0007133072381118738,2.9833474862521843e-05,3.168867742585647e-05
4631416L12Rik,0.00817867622535802,1.0,1.0,1.0,0.5,0.5,0.017916026131212442,0.18934484550863392,0.007919188796937404,0.008411645657001851
4632404H12Rik,0.00037863906272765397,0.9997435997439343,0.997128655427776,1.0,0.5,0.5,0.0012942527804580069,0.013678261628453939,0.0005720817799853542,0.0006076568375191032
4632411B12Rik,0.0004275787723164409,0.9999119628232108,0.9985992186757526,1.0,0.5,0.5,0.001440986716905633,0.015229013693899228,0.0006369406798963206,0.0006765490053589439
4632415K11Rik,0.0006436763296589157,0.9999992157625923,0.999934858992796,1.0,0.5,0.5,0.0020428429903429565,0.0215897089885918,0.0009029714069707736,0.0009591229239009892
4632415L05Rik,0.0015191528100564169,0.9999999999999961,0.9999999994893277,1.0,0.5,0.5,0.0042689840876852835,0.04511659709813592,0.0018869637002038413,0.002004305039409865
4632419I22Rik,0.020671251230509835,1.0,1.0,1.0,0.5,0.5,0.03886921763750909,0.41078785857506284,0.01718085643581571,0.018249252559528778
4632427E13Rik,0.37724028156328443,1.0,1.0,1.0,0.5,0.5,0.4088305908772991,1.0,0.18071008667934477,0.19194759144782564
4632428N05Rik,1.247639117379495e-07,0.0027203884381400423,0.002467774687823665,0.002470824508058352,0.002470824508058352,0.0021602871317425954,1.3370583405025774e-06,1.4130650573088796e-05,5.910025668311062e-07,6.277542185235411e-07
4632434I11Rik,1.3615849352127017e-05,0.25717179474401297,0.21541169522993342,0.2425944998946757,0.24259267226263753,0.15881526684320954,7.396037502890302e-05,0.000781647430130231,3.269174587358904e-05,3.472469077940549e-05
4731417B20Rik,1.3784166812008904e-11,3.0096409031621363e-07,2.9545041357881274e-07,2.9544983144859885e-07,2.9544983144859885e-07,2.880477338705501e-07,7.505324143975122e-10,7.931973475174982e-09,3.3174811447056837e-10,3.5237795913946404e-10
4732415M23Rik,0.3808987011361245,1.0,1.0,1.0,0.5,0.5,0.41195986187930334,1.0,0.18209327777764753,0.19341679665219477
4732418C07Rik,0.0003851630267002023,0.9997776525888007,0.9973931264300913,1.0,0.5,0.5,0.001314553134663296,0.013892805155161269,0.0005810548824143752,0.0006171879347075043
4732456N10Rik,0.3937975306468794,1.0,1.0,1.0,0.5,0.5,0.4220597786803444,1.0,0.186557613082532,0.19815874783452472
4732463B04Rik,0.0006330435142356217,0.9999990106808526,0.9999243824414965,1.0,0.5,0.5,0.002015731674175377,0.02130318406762493,0.00089098774331165,0.0009463940529322579
4732465J04Rik,0.004187111070050998,1.0,1.0,1.0,0.5,0.5,0.010177154970888735,0.10755687793529393,0.004498475891913858,0.004778214810837504
4732471D19Rik,0.0013186748270452825,0.9999999999996927,0.9999999929508622,1.0,0.5,0.5,0.0037808934901299492,0.039958230052258126,0.001671219340168734,0.0017751445590063952
4831426I19Rik,0.03267782262074305,1.0,1.0,1.0,0.5,0.5,0.05692745480585974,0.601635656058613,0.025162904934109755,0.026727666865122703
4832428D23Rik,0.02190135976993085,1.0,1.0,1.0,0.5,0.5,0.040779479130760944,0.43097638501903424,0.018025224562195376,0.019146127942259783
4833403I15Rik,8.864988958449404e-07,0.019169704259212272,0.016832301670317462,0.016975567356534764,0.016973497576308953,0.013859523737639799,7.184456070780425e-06,7.592865263885544e-05,3.175651989516437e-06,3.373130752495226e-06
4833408A19Rik,0.07931093854791837,1.0,1.0,1.0,0.5,0.5,0.11917658511744751,1.0,0.052678081110583766,0.055953881584992315
4833412L08Rik,0.18412762486148115,1.0,1.0,1.0,0.5,0.5,0.23483978116475898,1.0,0.10380318439228217,0.11025821300206648
4833413D08Rik,9.618553010143538e-05,0.8775700036909371,0.7966692412109423,1.0,0.5,0.5,0.0003975105684463449,0.0042010754292993915,0.00017570644389830882,0.00018663279581060497
4833413E03Rik,0.00015114179234456115,0.96312713282801,0.91357992019773,1.0,0.5,0.5,0.0005847367349527675,0.006179768098795588,0.00025846359938761377,0.0002745362270088423
4833418N17Rik,0.48081249663367065,1.0,1.0,1.0,0.5,0.5,0.48728519857254315,1.0,0.2153883599626094,0.22878234237184786
4833420G17Rik,0.0030493237451917773,1.0,1.0,1.0,0.5,0.5,0.007753456929371988,0.08194211672264602,0.00342716006345008,0.0036402789228511343
4833422F24Rik,0.0009883002340120089,0.9999999995793489,0.9999994408045282,1.0,0.5,0.5,0.002961149984811203,0.0312948017766721,0.0013088787443167958,0.0013902717169001267
4833423E24Rik,1.8039258761563322e-08,0.00039379162289254754,0.0003664905670951457,0.0003665577380349667,0.0003665216595174436,0.0003343396218868146,2.5951344847914694e-07,2.7426580788521984e-06,1.1470936572649294e-07,1.2184259812114168e-07
4833424O15Rik,0.04944394539858461,1.0,1.0,1.0,0.5,0.5,0.08053406220311052,0.8511211947534003,0.03559742760475495,0.037811063101283154
4833427G06Rik,0.020432849099902502,1.0,1.0,1.0,0.5,0.5,0.03850828848721621,0.4069733924818979,0.01702131960200255,0.018079794885303955
4833430A08Rik,0.003475407287769316,1.0,1.0,1.0,0.5,0.5,0.008662414937471023,0.09154840510137928,0.0038289349895361748,0.004067038329497851
4833439L19Rik,3.9139670217529825e-06,0.08190804376839811,0.06979820821568239,0.07235359436412564,0.07234968039710388,0.05416147564701777,2.5463187952577072e-05,0.0002691067401737339,1.1255162907864858e-05,1.1955068204637743e-05
4833442J19Rik,0.004246869437158737,1.0,1.0,1.0,0.5,0.5,0.01029193746004724,0.1087699523368182,0.00454921170774553,0.004832105646861009
4921501E09Rik,0.29332938685900645,1.0,1.0,1.0,0.5,0.5,0.3377445337603838,1.0,0.1492888382944703,0.15857240438113762
4921504E06Rik,0.0306272504015004,1.0,1.0,1.0,0.5,0.5,0.05385416341329513,0.5691556920494971,0.023804457776940152,0.02528474431044245
4921506M07Rik,8.86602700809254e-06,0.1759974808419441,0.1479443398347663,0.16010271571213508,0.16008498365811888,0.11059482089894633,5.122541246221024e-05,0.0005413738369065923,2.264250506882802e-05,2.4050535264357724e-05
4921507L20Rik,1.976487387395164e-07,0.004306164757244879,0.0038776440873099505,0.003885181257402674,0.003885181257402674,0.003350146121634803,1.978682450189822e-06,2.091163074322235e-05,8.746113550784085e-07,9.289992946442886e-07
4921507P07Rik,1.1383123768866237e-10,2.485389029693863e-06,2.410602063296352e-06,2.410604120532803e-06,2.4104902892951146e-06,2.327279654544702e-06,3.741039038420481e-09,3.9537029784604255e-08,1.6536029934870413e-09,1.7564327351243068e-09
4921508D12Rik,1.9304593547176838e-10,4.214955572900969e-06,4.076349182313699e-06,4.076357973421861e-06,4.07616492748639e-06,3.922500362850862e-06,5.8473737888946455e-09,6.179774904216249e-08,2.5846388401860504e-09,2.745365293396874e-09
4921508M14Rik,0.3645149565670526,1.0,1.0,1.0,0.5,0.5,0.3988192130438366,1.0,0.17628488710662576,0.1872472096635672
4921509C19Rik,0.11174973444165798,1.0,1.0,1.0,0.5,0.5,0.15715974410547684,1.0,0.0694672845269743,0.07378712607799116
4921510H08Rik,0.012632155240760685,1.0,1.0,1.0,0.5,0.5,0.025757191029604783,0.27221390058928463,0.011385117277031957,0.012093103820790194
4921511C20Rik,0.49232251122272735,1.0,1.0,1.0,0.5,0.5,0.4949523714732207,1.0,0.21877738101529964,0.23238211059941866
4921511H03Rik,3.877341489542552e-09,8.465428996118352e-05,8.006389576975526e-05,8.00671017590537e-05,8.00671017590537e-05,7.480167201625492e-05,7.139535018546331e-08,7.54539061949143e-07,3.155796119079905e-08,3.352040139478393e-08
4921513D11Rik,0.0003066631093238947,0.998765030738024,0.9917341618563132,1.0,0.5,0.5,0.0010789844008361493,0.01140320588875592,0.000476929488525679,0.0005065874755258538
4921513D23Rik,0.09209050233342103,1.0,1.0,1.0,0.5,0.5,0.1346942217041536,1.0,0.05953714086593324,0.0632394737941987
4921513I03Rik,0.003375882147775254,1.0,1.0,1.0,0.5,0.5,0.00844794925366404,0.08928183262208424,0.003734137503302722,0.003966345836388116
4921515J06Rik,0.0024419061843310437,1.0,0.9999999999999958,1.0,0.5,0.5,0.006415182243855615,0.06779861125321829,0.002835619851399218,0.003011953625496954
4921517D21Rik,0.12909823679802535,1.0,1.0,1.0,0.5,0.5,0.17667328591007903,1.0,0.07809260246945922,0.08294881170912827
4921517D22Rik,0.0034747464863593546,1.0,1.0,1.0,0.5,0.5,0.008662414937471023,0.09154840510137928,0.0038289349895361748,0.004067038329497851
4921517L17Rik,4.412111391336561e-11,9.633407508369274e-07,9.400448051088972e-07,9.400444530381676e-07,9.400444530381676e-07,9.121599090449206e-07,1.8155732018120522e-09,1.9187816812112158e-08,8.025142882975229e-10,8.524188526039946e-10
4921520G13Rik,2.0277112109082012e-07,0.004417519039353501,0.003975704934489843,0.0039836286559775235,0.00398303313158698,0.003432712308946494,2.019149530091332e-06,2.1339305548785858e-05,8.924984938587269e-07,9.479987499036254e-07
4921521F21Rik,0.15158144819667174,1.0,1.0,1.0,0.5,0.5,0.20079518125995433,1.0,0.08875489119445906,0.09427413769226806
4921522P10Rik,0.3735887244160588,1.0,1.0,1.0,0.5,0.5,0.406022832220352,1.0,0.1794690095153713,0.19062933757056252
4921523A10Rik,2.7097354598542456e-05,0.4465875178158447,0.376095215112484,0.471751120146037,0.4717378462060256,0.276338822195936,0.00013365136208637823,0.0014124893724159365,5.907617914700175e-05,6.274984704826308e-05
4921524J17Rik,0.06918686224866856,1.0,1.0,1.0,0.5,0.5,0.10662238497582081,1.0,0.04712891075394553,0.05005963459489263
4921524L21Rik,3.693655066727121e-07,0.00803229528798266,0.007158416037608695,0.007184159104784251,0.007183420373770905,0.006078648143312823,3.3753689620580897e-06,3.5672459393330675e-05,1.4919705895769269e-06,1.584749177219098e-06
4921525H12Rik,0.0007599016118768915,0.9999999381156809,0.9999871115790506,1.0,0.5,0.5,0.0023582492342403413,0.024923067964841925,0.0010423863405538854,0.00110720741218205
4921528I01Rik,9.558594766639701e-09,0.0002086805831376104,0.00019571219261804718,0.00019573134503648117,0.00019573134503648117,0.0001803324488674246,1.5329508097720645e-07,1.6200932736024319e-06,6.77590375795099e-08,7.19726513400884e-08
4921528I07Rik,0.0003349689453723353,0.9993344768667727,0.9945596087548192,1.0,0.5,0.5,0.0011649592078784108,0.012311827389853827,0.0005149318180468326,0.0005469529900083709
4921528O07Rik,0.0030490253162212813,1.0,1.0,1.0,0.5,0.5,0.007753456929371988,0.08194211672264602,0.00342716006345008,0.0036402789228511343
4921530D09Rik,0.12116924407074298,1.0,1.0,1.0,0.5,0.5,0.1678336590596766,1.0,0.07418533679513321,0.07879857168038855
4921530L21Rik,0.15846905873043737,1.0,1.0,1.0,0.5,0.5,0.2080784939979602,1.0,0.09197423951517421,0.09769368204393102
4921533I20Rik,4.8622769150560046e-11,1.0616290506693105e-06,1.0352269129709768e-06,1.0352273779845739e-06,1.0352273779845739e-06,1.0039629374207638e-06,1.9515248927083237e-09,2.0624617122675786e-08,8.626072519706893e-10,9.162487131944186e-10
4921536K21Rik,0.02292990293711574,1.0,1.0,1.0,0.5,0.5,0.04237540300141861,0.44784284617063824,0.018730650103814736,0.019895420558669618
4921539E11Rik,9.919707746139096e-12,2.1658739857155496e-07,2.129369380821089e-07,2.1293644647862184e-07,2.1293644647862184e-07,2.0778811815837566e-07,5.83164241709814e-10,6.163149263347939e-09,2.5776853058264245e-10,2.7379793516550155e-10
4922501C03Rik,0.00861885702279959,1.0,1.0,1.0,0.5,0.5,0.018707593184705527,0.19771049201727905,0.008269074921021939,0.008783289542703769
4922501L14Rik,2.25179416884177e-10,4.916555603196038e-06,4.748572559720721e-06,4.7485835432535244e-06,4.7485835432535244e-06,4.5634860625747306e-06,6.576020688466898e-09,6.949842628048693e-08,2.9067131842261624e-09,3.0874679161206124e-09
4922502B01Rik,0.04425754951106596,1.0,1.0,1.0,0.5,0.5,0.07343130252447325,0.7760559473493704,0.03245788681248014,0.034476289130427495
4922502D21Rik,0.1879970092589689,1.0,1.0,1.0,0.5,0.5,0.23864190475604705,1.0,0.10548378779887377,0.11204332517816029
4922505E12Rik,1.9895181781702705e-10,4.343905367520939e-06,4.2000637908712335e-06,4.200071825935258e-06,4.200071825935258e-06,4.04071141986382e-06,5.993012976073395e-09,6.333693129130656e-08,2.649013842268221e-09,2.813743472092827e-09
4922505G16Rik,0.0003233433078970308,0.999142096909372,0.993540166781806,1.0,0.5,0.5,0.0011295653753856814,0.01193776900792174,0.0004992871410573973,0.0005303354446223747
4930402E16Rik,0.0858986166439289,1.0,1.0,1.0,0.5,0.5,0.12725930788829273,1.0,0.05625078228588042,0.05974875213241148
4930402F06Rik,0.01796447663194968,1.0,1.0,1.0,0.5,0.5,0.034527850597006096,0.3649062849738591,0.01526189823723119,0.01621096343535308
4930402H24Rik,0.4049459724450349,1.0,1.0,1.0,0.5,0.5,0.43119250388827707,1.0,0.1905944332245929,0.20244659871000786
4930402K13Rik,0.012792710388616565,1.0,1.0,1.0,0.5,0.5,0.025998275232664955,0.27476178988396893,0.011491680602292272,0.012206293814753749
4930403L05Rik,0.004307194418184184,1.0,1.0,1.0,0.5,0.5,0.010413174586696794,0.11005124233088548,0.004602800583320086,0.004889026960905782
4930403N07Rik,9.5677096498566e-09,0.00020887955456971863,0.00019587966857237404,0.00019589885508081387,0.00019587971966151415,0.00018049484254454475,1.5329508097720645e-07,1.6200932736024319e-06,6.77590375795099e-08,7.19726513400884e-08
4930404A10Rik,0.025956178522454805,1.0,1.0,1.0,0.5,0.5,0.04703079966936298,0.49704323002906947,0.020788414748054505,0.022081147844215002
4930404H21Rik,0.02019678110195721,1.0,1.0,1.0,0.5,0.5,0.03815892093407095,0.40328111469152483,0.01686689319111105,0.017915765427008404
4930404N11Rik,0.11359590142388482,1.0,1.0,1.0,0.5,0.5,0.15922532655126798,1.0,0.07038030716068,0.07475692526683296
4930407I10Rik,0.015752717499885237,1.0,1.0,1.0,0.5,0.5,0.03091083255976402,0.32667996645613784,0.01366311463929113,0.014512759054457496
4930408F14Rik,0.004621908964986592,1.0,1.0,1.0,0.5,0.5,0.011065707262037296,0.11694750926512676,0.0048912311434424266,0.005195393652067126
4930408F14Rik//4930408F14Rik,0.05726388583460792,1.0,1.0,1.0,0.5,0.5,0.0910950696973186,0.9627348035839111,0.04026557285192003,0.04276949820132215
4930408G06Rik,0.419929060491009,1.0,1.0,1.0,0.5,0.5,0.44259225784792366,1.0,0.1956333186997486,0.20779882861764876
4930408O17Rik,0.013944459793964204,1.0,1.0,1.0,0.5,0.5,0.02793463542262579,0.295226139418404,0.012347584797277709,0.013115422639582779
4930412D23Rik,0.3609033632185921,1.0,1.0,1.0,0.5,0.5,0.39604208309363415,1.0,0.17505734835287456,0.18594333608616415
4930412F15Rik,0.0420586905794721,1.0,1.0,1.0,0.5,0.5,0.07030458548768037,0.7430113564370273,0.031075824610314336,0.03300828302290165
4930412M03Rik,3.1220435570382413e-06,0.06589535314958683,0.056389687268188826,0.05804191176889795,0.05803667886789095,0.04427057763880226,2.0968128275159788e-05,0.00022160087174402163,9.26826994520322e-06,9.844619775025386e-06
4930412O13Rik,2.183838874790396e-08,0.00047670572518265786,0.00044252252631360456,0.0004426204631425175,0.00044255494797627377,0.0004025033430126179,3.032372661915355e-07,3.2047515949682986e-06,1.340360381063712e-07,1.4237110475951997e-07
4930415F15Rik,0.1182824316972384,1.0,1.0,1.0,0.5,0.5,0.16450691447087556,1.0,0.07271485900698085,0.07723665184016287
4930415L06Rik,2.4696334453003346e-10,5.392182999219841e-06,5.204244894252419e-06,5.204258559281395e-06,5.204258559281395e-06,4.997550239909757e-06,7.070385893287055e-09,7.47231062762613e-08,3.1252310275768693e-09,3.3195743496367863e-09
4930415O20Rik,2.214925075741488e-06,0.04720997264010829,0.04068996436808614,0.04154091979553161,0.04153870487045587,0.032360055356583144,1.56861741948413e-05,0.00016577873953696611,6.933556249629632e-06,7.364721287782697e-06
4930417G10Rik,0.48081249663367065,1.0,1.0,1.0,0.5,0.5,0.48728519857254315,1.0,0.2153883599626094,0.22878234237184786
4930417M19Rik,0.01575122415989692,1.0,1.0,1.0,0.5,0.5,0.03091083255976402,0.32667996645613784,0.01366311463929113,0.014512759054457496
4930417O22Rik,0.00609309281634035,1.0,1.0,1.0,0.5,0.5,0.013941028395534951,0.14733523206830737,0.006162172073156903,0.006545368381280944
4930420K17Rik,1.4243982537957356e-06,0.030621693040927878,0.02662023614912512,0.026980951723398823,0.026980951723398823,0.021519808818345972,1.0745643632738213e-05,0.00011356492888716063,4.749757566160872e-06,5.0451225027820984e-06
4930421P07Rik,0.25799285910982694,1.0,1.0,1.0,0.5,0.5,0.3056540448311249,1.0,0.13510429544129277,0.14350579196073032
4930422G04Rik,0.06420968084188199,1.0,1.0,1.0,0.5,0.5,0.10010383231000725,1.0,0.04424759941485206,0.04699914814439547
4930422I07Rik,0.16198989630023214,1.0,1.0,1.0,0.5,0.5,0.2116267786270308,1.0,0.09354264177564689,0.09935961581581419
4930423O20Rik,0.07443828386150367,1.0,1.0,1.0,0.5,0.5,0.1132304443400568,1.0,0.050049785578725296,0.053162144796948495
4930425F17Rik,0.16674242948305612,1.0,1.0,1.0,0.5,0.5,0.21677378944424475,1.0,0.09581770824981249,0.10177615790333286
4930426L09Rik,0.10635719118916115,1.0,1.0,1.0,0.5,0.5,0.150886278058648,1.0,0.06669430564917155,0.07084170877168222
4930427A07Rik,0.2900255016825486,1.0,1.0,1.0,0.5,0.5,0.33503719291643874,1.0,0.14809214751472705,0.1573012970672049
4930428D18Rik,0.00034059166912802556,0.9994113890934432,0.9950024417162633,1.0,0.5,0.5,0.0011828245948124982,0.012500637056920205,0.0005228286234558679,0.000555340860360545
4930428E23Rik,0.18799421159494933,1.0,1.0,1.0,0.5,0.5,0.23864190475604705,1.0,0.10548378779887377,0.11204332517816029
4930429B21Rik,0.00828524116953505,1.0,1.0,1.0,0.5,0.5,0.018107253856269896,0.19136582849854433,0.00800371470948341,0.008501427835884453
4930430A15Rik,0.0001851233055202631,0.9824439460031115,0.9486693666935276,1.0,0.5,0.5,0.0006970596482599294,0.007366848565829099,0.0003081122407876055,0.0003272722823696884
4930430D24Rik,4.056654797473666e-13,8.857518718485835e-09,8.794233341546942e-09,8.794016269963412e-09,8.793610604483665e-09,8.68367525947213e-09,5.6058861296227866e-11,5.924559583574286e-10,2.4778971804062247e-11,2.631985875134315e-11
4930430F08Rik,0.23376121470114047,1.0,1.0,1.0,0.5,0.5,0.2829754290706344,1.0,0.12507996088489018,0.13285809149571468
4930430J20Rik,0.005928722488967305,1.0,1.0,1.0,0.5,0.5,0.013623191698567981,0.14397618694058556,0.006021682837907831,0.006396142785599302
4930430O22Rik,2.0202544554779362e-06,0.04315156991438607,0.03725498130023919,0.037966641981796855,0.0379626014728859,0.029732084821268788,1.4485127514870813e-05,0.00015308552306127213,6.402673154072466e-06,6.8008250858325525e-06
4930431F12Rik,0.44831795172215944,1.0,1.0,1.0,0.5,0.5,0.4636971337709292,1.0,0.2049620334351579,0.21770765195822392
4930431L04Rik,0.12808528570331912,1.0,1.0,1.0,0.5,0.5,0.1756172932035081,1.0,0.07762583570152316,0.0824530189256729
4930432E11Rik,0.24420988415597283,1.0,1.0,1.0,0.5,0.5,0.29277831158914513,1.0,0.1294130019761308,0.1374605838988305
4930432F04Rik,0.4808127213633685,1.0,1.0,1.0,0.5,0.5,0.48728519857254315,1.0,0.2153883599626094,0.22878234237184786
4930432K09Rik,0.1679562425447017,1.0,1.0,1.0,0.5,0.5,0.21796246268652858,1.0,0.09634312207509789,0.10233424472698578
4930432K21Rik,0.11545542326456998,1.0,1.0,1.0,0.5,0.5,0.16139010166043374,1.0,0.07133717464160694,0.07577329580637335
4930432M17Rik,1.8713510274404076e-10,4.0858991035008785e-06,3.952098055259867e-06,3.952106234851397e-06,3.952106234851397e-06,3.8038952334781163e-06,5.692020176975571e-09,6.01559002620483e-08,2.51596989685771e-09,2.6724261535771335e-09
4930432O21Rik,0.305023039971292,1.0,1.0,1.0,0.5,0.5,0.3479241716238046,1.0,0.15378841166718596,0.16335178491991229
4930433I11Rik,3.3037050819887935e-12,7.213277919415617e-08,7.118461997634995e-08,7.118493340161254e-08,7.118493340161254e-08,6.977425133160332e-08,2.490856496276718e-10,2.6324522805313376e-09,1.1010010096897777e-10,1.1694670500965046e-10
4930433N12Rik,0.03831509119075486,1.0,1.0,1.0,0.5,0.5,0.06502987986829058,0.6872658293155344,0.028744314857967954,0.030531787716947284
4930434E21Rik,0.10114857745146794,1.0,1.0,1.0,0.5,0.5,0.14491701001557775,1.0,0.06405578747184852,0.06803911364024869
4930435E12Rik,0.004752424573254254,1.0,1.0,1.0,0.5,0.5,0.011317642667446113,0.11961007908200051,0.005002590885019805,0.005313678328771193
4930435H24Rik,0.037915593726682,1.0,1.0,1.0,0.5,0.5,0.06446500373561559,0.6812959572418088,0.028494629983165064,0.030266576121844635
4930438A08Rik,0.11451614948888356,1.0,1.0,1.0,0.5,0.5,0.16029647754200413,1.0,0.0708537741484786,0.07525983492510377
4930441O14Rik,0.00013770632731817118,0.9505546366193423,0.8937836271867685,1.0,0.5,0.5,0.0005401791809259129,0.005708863271928914,0.00023876840135183592,0.00025361627784870717
4930442E04Rik,1.0710683509958286e-07,0.0023358384358310724,0.0021229572670090624,0.002125213822045923,0.0021251067152108236,0.0018655868537645344,1.1728037299720623e-06,1.2394731925325778e-05,5.183992304644303e-07,5.506360243887106e-07
4930442H23Rik,1.9731269478916997e-11,4.308112917517093e-07,4.221887537347868e-07,4.2218997304038696e-07,4.2218997304038696e-07,4.1119965594063024e-07,9.776654825126382e-10,1.0332420727104179e-08,4.3214480039065083e-10,4.59017839656473e-10
4930443G12Rik,0.1892983245124355,1.0,1.0,1.0,0.5,0.5,0.23991711954747053,1.0,0.10604745446334331,0.11264204360396869
4930444A02Rik,0.05246170575450404,1.0,1.0,1.0,0.5,0.5,0.08456814165589209,0.8937552110895214,0.03738055945410894,0.0397050794786021
4930444G20Rik,1.5645535208374591e-06,0.03358360633031021,0.029140205281704024,0.029573190650869653,0.029573190650869653,0.02347143191960356,1.1646935415603506e-05,0.0001230901970540519,5.148143890079208e-06,5.468282586134647e-06
4930444G20Rik//4930444G20Rik,0.2579977784281513,1.0,1.0,1.0,0.5,0.5,0.3056540448311249,1.0,0.13510429544129277,0.14350579196073032
4930444P10Rik,0.00584752884999464,1.0,1.0,1.0,0.5,0.5,0.013468939063484857,0.14234597379258,0.005953500545099036,0.0063237205587910045
4930447A16Rik,6.528495162749514e-06,0.13285027913114,0.1121937957612702,0.11900140982659815,0.11896389412024097,0.08508587745611441,3.941842532701196e-05,0.0004165921392988953,1.742361559178311e-05,1.8507107758129464e-05
4930447F04Rik,0.0002027504031030792,0.9880533112979338,0.9608470667789294,1.0,0.5,0.5,0.0007543550122923112,0.007972372456652879,0.0003334377678681458,0.0003541726840826384
4930448K20Rik,0.01100458014761577,1.0,1.0,1.0,0.5,0.5,0.02294385402142108,0.2424812546734452,0.010141574386769938,0.010772230885393915
4930449A18Rik,0.010592885505425574,1.0,1.0,1.0,0.5,0.5,0.02219943588638945,0.2346138997288222,0.009812528887952029,0.010422723604779758
4930449E01Rik,0.004492795930596451,1.0,1.0,1.0,0.5,0.5,0.010801153559973077,0.1141515834566229,0.004774293899757267,0.005071184634804343
4930449I04Rik,0.18413043174457389,1.0,1.0,1.0,0.5,0.5,0.23483978116475898,1.0,0.10380318439228217,0.11025821300206648
4930449I24Rik,0.19060096878039712,1.0,1.0,1.0,0.5,0.5,0.2412337322176158,1.0,0.10662941969553036,0.11326019849879145
4930451C15Rik,2.599979650670316e-05,0.43316495121652976,0.36446387502303035,0.4532804522978629,0.45324834760053373,0.26769390483301575,0.00012879071190877514,0.0013611197745927674,5.692768895445584e-05,6.046775242207751e-05
4930451E10Rik,0.010195036830196,1.0,1.0,1.0,0.5,0.5,0.021510203791675883,0.22732977636701393,0.009507876559195013,0.010099126389989844
4930451G09Rik,0.0008964908165869289,0.9999999968716486,0.9999980403141858,1.0,0.5,0.5,0.002720835900520394,0.028755051453115684,0.0012026558246735514,0.0012774432967674104
4930451I11Rik,0.23969786000983478,1.0,1.0,1.0,0.5,0.5,0.28849983658499967,1.0,0.12752184312914866,0.13545182283632498
4930452B06Rik,4.470565014279483e-09,9.760555333548915e-05,9.223244421685539e-05,9.223669737461429e-05,9.223669737461429e-05,8.596896522459445e-05,8.098307969693361e-08,8.558666191782114e-07,3.5795900987226634e-08,3.802187860379322e-08
4930453N24Rik,0.498080584215325,1.0,1.0,1.0,0.5,0.5,0.4986972862545221,1.0,0.2204326971531736,0.23414036301126886
4930455C21Rik,0.2066979927621908,1.0,1.0,1.0,0.5,0.5,0.25711295729377426,1.0,0.11364830772383508,0.12071555794458524
4930455F23Rik,0.22357014639582745,1.0,1.0,1.0,0.5,0.5,0.2734114882564572,1.0,0.12085253609796962,0.1283677831748732
4930458L03Rik,0.40867961425161625,1.0,1.0,1.0,0.5,0.5,0.434172935784838,1.0,0.19191183490242153,0.20384592336130541
4930463O16Rik,0.0009568380538037302,0.99999999916334,0.9999991334361747,1.0,0.5,0.5,0.002878161737788006,0.030417743622338175,0.0012721965252080263,0.001351308404246841
4930465K10Rik,0.38640852223161726,1.0,1.0,1.0,0.5,0.5,0.4164143376758448,1.0,0.18406223197350818,0.19550819078802495
4930466F19Rik,0.001161243481516397,0.9999999999904007,0.9999999445107959,1.0,0.5,0.5,0.003395955548194989,0.03589002795139671,0.0015010702113964385,0.0015944146614399132
4930470H14Rik,0.021157545050846664,1.0,1.0,1.0,0.5,0.5,0.03960169898832405,0.4185290600665249,0.017504625672635128,0.018593155472389763
4930470P17Rik,4.161413313139336e-08,0.0009081903471530595,0.0008366764822593797,0.0008370266738048461,0.0008370266738048461,0.0007506773475572049,5.267571146964567e-07,5.567012671912456e-06,2.3283561939798036e-07,2.4731456427226264e-07
4930471G03Rik,0.04078013197842447,1.0,1.0,1.0,0.5,0.5,0.06849480146736919,0.7238847223709594,0.030275869238874233,0.03215858221407996
