gene,pvalue,sidak,holm-sidak,holm,simes-hochberg,hommel,fdr_bh,fdr_by,fdr_tsbh,fdr_tsbky,log2 fold change
39872,6.26548095161e-11,1.36800331818e-06,1.33235280209e-06,1.33235452436e-06,1.33235452436e-06,1.29006252794e-06,2.38862846686e-09,2.52441297375e-08,1.05581447896e-09,1.12147058295e-09,-0.0656220186197
39873,0.00060183145155,0.999998043481,0.999883179303,1.0,0.5,0.5,0.00193238289106,0.0204223156012,0.000854146161105,0.000907261467145,-0.0152165616221
39874,0.0316422839744,1.0,1.0,1.0,0.5,0.5,0.0553304578217,0.584757853747,0.024457005058,0.0259778704176,0.0106903336456
39875,0.13843840165,1.0,1.0,1.0,0.5,0.5,0.186887939112,1.0,0.0826076532183,0.0877446320888,-0.0085913455118
39876,3.67649881581e-05,0.551901187793,0.469273871591,0.633497510952,0.5,0.343017339515,0.000173934819593,0.00183822357163,7.68821537002e-05,8.16630908614e-05,0.0202282720266
39877,0.182851246935,1.0,1.0,1.0,0.5,0.5,0.233482933192,1.0,0.103203434471,0.109621167473,0.00362243467438
39878,0.00401176941957,1.0,1.0,1.0,0.5,0.5,0.00981149227996,0.103692385597,0.00433684675249,0.00460653472042,0.0126773133323
39879,0.301662701853,1.0,1.0,1.0,0.5,0.5,0.344899711117,1.0,0.152451548593,0.161931788661,-0.00319466025802
39880,0.00116110563771,0.99999999999,0.999999944511,1.0,0.5,0.5,0.00339595554819,0.0358900279514,0.0015010702114,0.00159441466144,0.025559090098
39881,2.72450712515e-06,0.057752188629,0.0495806854885,0.0508519388074,0.0508348374983,0.039077605696,1.87077887264e-05,0.000197712558593,8.2691613538e-06,8.78338135032e-06,0.0402187958553
39882,0.179054035038,1.0,1.0,1.0,0.5,0.5,0.229693882163,1.0,0.101528609359,0.107842192916,-0.0072629367077
40056,0.181579014635,1.0,1.0,1.0,0.5,0.5,0.232281393778,1.0,0.102672333579,0.10905703993,-0.0051644237365
40057,0.0424904986486,1.0,1.0,1.0,0.5,0.5,0.0708922129536,0.749221675117,0.0313355659621,0.0332841764596,-0.00591066654333
40058,1.81401017335e-10,3.96070170705e-06,3.83245169611e-06,3.83245929323e-06,3.83227789221e-06,3.6887896875e-06,5.56154937002e-09,5.87770244664e-08,2.45829957727e-09,2.61116958984e-09,0.0561325419108
40059,0.47123312054,1.0,1.0,1.0,0.5,0.5,0.480813059106,1.0,0.212527564048,0.225743647103,-0.00180644723987
40060,0.0186120964625,1.0,1.0,1.0,0.5,0.5,0.0356554481183,0.37682325679,0.0157603155532,0.0167403749646,0.0137461092362
40061,0.281841146892,1.0,1.0,1.0,0.5,0.5,0.327841840785,1.0,0.144911679281,0.153923050571,-0.00271288989054
40062,0.109933152542,1.0,1.0,1.0,0.5,0.5,0.155010620919,1.0,0.0685173354626,0.0727781041786,-0.00569708840768
40063,0.0286837462285,1.0,1.0,1.0,0.5,0.5,0.051135653982,0.540425227799,0.0226028302913,0.0240083933003,-0.00985404450792
40064,0.476979307347,1.0,1.0,1.0,0.5,0.5,0.48447967174,1.0,0.214148269303,0.227465136345,0.00158996576599
40065,0.00123748851769,0.999999999998,0.999999979686,1.0,0.5,0.5,0.00358140136698,0.0378499050832,0.00158304042286,0.00168148221229,-0.0199981365318
40066,0.294986194954,1.0,1.0,1.0,0.5,0.5,0.339222823154,1.0,0.149942267393,0.159266467142,-0.00659864762438
40067,4.55400310435e-11,9.94320219494e-07,9.70138494649e-07,9.7013928132e-07,9.7013928132e-07,9.41084741514e-07,1.86880855504e-09,1.97504326321e-08,8.2604522143e-10,8.77413063067e-10,-0.0673011301162
40069,0.229363130171,1.0,1.0,1.0,0.5,0.5,0.278793746687,1.0,0.123231586025,0.130894774954,0.00543871267822
40070,0.0037887362864,1.0,1.0,1.0,0.5,0.5,0.00933300318168,0.0986354916333,0.00412534641872,0.00438188218219,-0.00801594258199
544988,0.00244153024319,1.0,1.0,1.0,0.5,0.5,0.00641518224386,0.0677986112532,0.0028356198514,0.0030119536255,-0.00962736154336
677156,0.000317567126238,0.99902674247,0.992981694753,1.0,0.5,0.5,0.00111220458712,0.0117542921728,0.000491613376857,0.000522184485356,0.0341044078695
100043387,0.0851514791599,1.0,1.0,1.0,0.5,0.5,0.126393750836,1.0,0.0558681913218,0.0593423696475,-0.0128358939071
0610007C21Rik,0.146007020402,1.0,1.0,1.0,0.5,0.5,0.194911309074,1.0,0.0861541194408,0.0915116362559,-0.00166803268381
0610007L01Rik,0.496161100377,1.0,1.0,1.0,0.5,0.5,0.497596983217,1.0,0.219946344464,0.233623766351,0.000757545774641
0610007P08Rik,0.0192783476586,1.0,1.0,1.0,0.5,0.5,0.0367042214291,0.387907177915,0.0162238912253,0.017232778213,-0.0109047929402
0610007P14Rik,0.00687928881763,1.0,1.0,1.0,0.5,0.5,0.0154442227753,0.163221685098,0.00682660959991,0.00725112413222,-0.01781451642
0610007P22Rik,0.116396007211,1.0,1.0,1.0,0.5,0.5,0.162482604785,1.0,0.0718200796365,0.0762862303767,-0.00770452680593
0610008F07Rik,0.00180228280499,1.0,0.999999999986,1.0,0.5,0.5,0.00493545768498,0.0521601981395,0.00218155638535,0.00231721704898,0.0319117264553
0610009B14Rik,0.0383159546018,1.0,1.0,1.0,0.5,0.5,0.0650298798683,0.687265829316,0.028744314858,0.0305317877169,0.00963832843896
0610009B22Rik,0.0105932640336,1.0,1.0,1.0,0.5,0.5,0.0221994358864,0.234613899729,0.00981252888795,0.0104227236048,-0.00700467452709
0610009D07Rik,0.0844042635858,1.0,1.0,1.0,0.5,0.5,0.125438143232,1.0,0.0554457964795,0.0588937080698,0.00971913964973
0610009L18Rik,0.248753231542,1.0,1.0,1.0,0.5,0.5,0.297305306671,1.0,0.131414010932,0.139586026128,-0.00526117757975
0610009O20Rik,5.6966081704e-05,0.711722827286,0.619246307177,0.965575084882,0.5,0.449305867793,0.000254127882873,0.00268574093215,0.000112328853971,0.00011931405361,-0.0150522336478
0610010F05Rik,0.13950111321,1.0,1.0,1.0,0.5,0.5,0.187944782583,1.0,0.0830747960388,0.0882408243098,0.00873761879438
0610010K06Rik,0.000290700062083,0.998249874697,0.98954708957,1.0,0.5,0.5,0.00103042999912,0.010890060528,0.000455467615713,0.000483790990449,-0.0193321977351
0610010K14Rik,7.77739346385e-06,0.156176786697,0.131521517643,0.141011920893,0.140996366106,0.0988973352864,4.57359555042e-05,0.000483358718374,2.02160715659e-05,2.14732133492e-05,-0.028059998415
0610010O12Rik,0.127075061799,1.0,1.0,1.0,0.5,0.5,0.174462770176,1.0,0.0771155168532,0.0819109657641,0.00900390387349
0610011F06Rik,0.151587115929,1.0,1.0,1.0,0.5,0.5,0.20079518126,1.0,0.0887548911945,0.0942741376923,0.00454928826681
0610011L14Rik,0.00318509255988,1.0,1.0,1.0,0.5,0.5,0.0080414875956,0.0849861579403,0.00355447452529,0.00377551046834,-0.0097651072414
0610012G03Rik,0.00430602525603,1.0,1.0,1.0,0.5,0.5,0.0104131745867,0.110051242331,0.00460280058332,0.00488902696091,-0.00996003426319
0610012H03Rik,3.64473577963e-08,0.000795475066497,0.000733962553848,0.000734232022806,0.000734195575448,0.000660061649691,4.70213109318e-07,4.96942948664e-06,2.07842205644e-07,2.20766928441e-07,-0.0521978606509
0610025J13Rik,0.0636020431308,1.0,1.0,1.0,0.5,0.5,0.0993300671987,1.0,0.0439055820525,0.0466358623415,-0.0101646264706
0610030E20Rik,0.257999008211,1.0,1.0,1.0,0.5,0.5,0.305654044831,1.0,0.135104295441,0.143505791961,0.00233561059256
0610031J06Rik,0.0359720552206,1.0,1.0,1.0,0.5,0.5,0.0617050147518,0.652127117906,0.0272746678286,0.0289707502964,-0.00607442008088
0610037D15Rik,0.20123950333,1.0,1.0,1.0,0.5,0.5,0.251724572793,1.0,0.111266549969,0.118185689951,0.00345300461618
0610037L13Rik,0.00010575391161,0.900654639461,0.825138789244,1.0,0.5,0.5,0.000431326056072,0.00455845313311,0.000190653465565,0.000202509301992,-0.0173398469713
0610037P05Rik,0.00147207060582,1.0,0.999999999063,1.0,0.5,0.5,0.00415610615025,0.0439236508796,0.00183706972869,0.00195130839801,-0.0128521886635
0610040B10Rik,0.0104587919613,1.0,1.0,1.0,0.5,0.5,0.0219534591817,0.232014304215,0.00970380299361,0.0103072365618,-0.0170991037558
0610040J01Rik,3.19007136908e-05,0.501689196246,0.424476079116,0.55246567495,0.5,0.311420845623,0.000153984517234,0.00162737955464,6.80637801512e-05,7.22963444096e-05,0.0157112083987
0910001L09Rik,0.0151894679848,1.0,1.0,1.0,0.5,0.5,0.0299619387061,0.316651617602,0.0132436873891,0.0140672496092,-0.00825713298907
1100001E04Rik,1.90623102461e-08,0.000416119884843,0.000387004370835,0.000387079271858,0.000387079271858,0.000352767113415,2.71952081957e-07,2.87411530697e-06,1.20207453649e-07,1.27682586102e-07,0.0641156079169
1100001G20Rik,0.00468676071864,1.0,1.0,1.0,0.5,0.5,0.011193969738,0.118303046398,0.00494792534311,0.0052556133956,-0.0194218534323
1110001A16Rik,0.0253812011522,1.0,1.0,1.0,0.5,0.5,0.0461960430222,0.488221135931,0.0204194380877,0.0216892262722,-0.0130048786916
1110002B05Rik,0.0858973605984,1.0,1.0,1.0,0.5,0.5,0.127259307888,1.0,0.0562507822859,0.0597487521324,0.0120122554904
1110002N22Rik,0.0148253933494,1.0,1.0,1.0,0.5,0.5,0.029370214496,0.310398002636,0.0129821352066,0.0137894327347,0.010019759131
1110003E01Rik,4.07631027256e-07,0.00886072796857,0.00788332792918,0.00791456402519,0.00791415639417,0.0066733275472,3.67539657945e-06,3.88432899362e-05,1.62458790823e-06,1.72561333908e-06,-0.0211699955767
1110003O08Rik,0.498080550469,1.0,1.0,1.0,0.5,0.5,0.498697286255,1.0,0.220432697153,0.234140363011,-0.00319014134742
1110004E09Rik,0.0020371491499,1.0,0.999999999999,1.0,0.5,0.5,0.005482066069,0.0579370082015,0.00242316660401,0.0025738518633,0.0211883240195
1110004F10Rik,0.0660379407703,1.0,1.0,1.0,0.5,0.5,0.102463678072,1.0,0.0452906914477,0.0481071051326,0.00833868470986
1110005A03Rik,0.427463288709,1.0,1.0,1.0,0.5,0.5,0.448091492457,1.0,0.198064074091,0.210380741179,-0.00417082548961
1110006G14Rik,4.40557250657e-05,0.617846871438,0.529232242298,0.753373800634,0.5,0.387117656152,0.000203063690328,0.00214607094185,8.97576108526e-05,9.53392117388e-05,-0.0387297409188
1110006O24Rik,0.259555831228,1.0,1.0,1.0,0.5,0.5,0.307180267436,1.0,0.135778911836,0.144222359555,0.00576044811252
1110007A13Rik,0.215038691598,1.0,1.0,1.0,0.5,0.5,0.265131503786,1.0,0.117192641891,0.124480297474,0.00253130929035
1110007C09Rik,2.60024294418e-05,0.43319753706,0.364463875023,0.453280452298,0.453248347601,0.267705341562,0.000128790711909,0.00136111977459,5.69276889545e-05,6.04677524221e-05,-0.0205672232537
1110007L15Rik,0.000301097446653,0.998605405491,0.991053548519,1.0,0.5,0.5,0.00106284899618,0.0112326794741,0.00046979736476,0.000499011838748,-0.0205144552485
1110008E08Rik,0.00107154560088,0.999999999932,0.99999981608,1.0,0.5,0.5,0.00317206916521,0.0335238931687,0.00140210861562,0.00148929911253,-0.0301077483123
1110008F13Rik,0.133191257786,1.0,1.0,1.0,0.5,0.5,0.181120438899,1.0,0.0800583198597,0.0850367677577,-0.00335245780053
1110008J03Rik,1.14810192575e-05,0.221727075399,0.185891745449,0.205660751018,0.205590611844,0.137875560263,6.38178651904e-05,0.000674456697969,2.82085837205e-05,2.99627419963e-05,0.0297677293399
1110008L16Rik,0.0153687379645,1.0,1.0,1.0,0.5,0.5,0.0302624934864,0.319828019446,0.0133765377227,0.0142083612761,0.00846742878381
1110008P14Rik,0.00468655289075,1.0,1.0,1.0,0.5,0.5,0.011193969738,0.118303046398,0.00494792534311,0.0052556133956,-0.021176594722
1110012D08Rik,0.0195052746392,1.0,1.0,1.0,0.5,0.5,0.0370651574403,0.391721716517,0.0163834310917,0.0174022391084,-0.010864097611
1110012J17Rik,0.0391217470901,1.0,1.0,1.0,0.5,0.5,0.0661755758174,0.699374073683,0.0292507319875,0.0310696965302,0.0144557309281
1110012L19Rik,0.182859675625,1.0,1.0,1.0,0.5,0.5,0.233482933192,1.0,0.103203434471,0.109621167473,-0.0137584180839
1110014N23Rik,0.0341141013056,1.0,1.0,1.0,0.5,0.5,0.0590473718224,0.624039918982,0.0260999443738,0.0277229763514,-0.00345640184883
1110015M06Rik,0.0969458317643,1.0,1.0,1.0,0.5,0.5,0.140364290547,1.0,0.0620434078993,0.0659015937092,0.00989033400492
1110017D15Rik,0.134222019511,1.0,1.0,1.0,0.5,0.5,0.182189295343,1.0,0.0805307726185,0.0855386001169,0.00624059284251
1110017F19Rik,0.000306481832921,0.998760131552,0.991729250496,1.0,0.5,0.5,0.00107898440084,0.0114032058888,0.000476929488526,0.000506587475526,0.0282397231344
1110018G07Rik,0.0319859578765,1.0,1.0,1.0,0.5,0.5,0.0558357527165,0.59009804376,0.0246803540106,0.0262151083842,-0.00897702468762
1110018H23Rik,0.111749734442,1.0,1.0,1.0,0.5,0.5,0.157159744105,1.0,0.069467284527,0.073787126078,-0.00621816441275
1110018J18Rik,0.132152018715,1.0,1.0,1.0,0.5,0.5,0.180081197818,1.0,0.0795989575954,0.0845488399289,0.00611535566536
1110020C03Rik,0.198544935611,1.0,1.0,1.0,0.5,0.5,0.249026478202,1.0,0.110073946191,0.116918923789,-0.00511349761094
1110020C17Rik,1.17967877582e-06,0.0254282366866,0.0221888084201,0.0224386699948,0.0224374903161,0.0180797569182,9.14794357539e-06,9.66796961736e-05,4.04354691976e-06,4.29499595965e-06,0.0621733755542
1110020G09Rik,0.380895316455,1.0,1.0,1.0,0.5,0.5,0.411959861879,1.0,0.182093277778,0.193416796652,-0.0029548089472
1110020P15Rik,0.119233757542,1.0,1.0,1.0,0.5,0.5,0.165573943024,1.0,0.073186503807,0.0777376259975,0.00261040316508
1110021J02Rik,0.000499274727698,0.999981613367,0.999500172982,1.0,0.5,0.5,0.00164482676311,0.0173832895235,0.000727041453273,0.000772252719275,0.0248474418745
1110021L09Rik,0.29167471697,1.0,1.0,1.0,0.5,0.5,0.336442608,1.0,0.148713364926,0.157961145049,-0.00450042604822
1110028C15Rik,8.05575613628e-07,0.0174351624839,0.0153321930242,0.0154509402694,0.0154485235426,0.0126700932511,6.61360787229e-06,6.98956650132e-05,2.92332735988e-06,3.1051152487e-06,0.0471784753889
1110030E23Rik,0.000688237830465,0.999999703778,0.999964816624,1.0,0.5,0.5,0.00216212629539,0.0228503500929,0.00095569666011,0.00101512691092,0.0243720952394
1110032A03Rik,0.000107825347627,0.905048170474,0.830667554711,1.0,0.5,0.5,0.000437950931529,0.00462846787917,0.000193581773389,0.000205619707417,-0.0293937793163
1110032A04Rik,0.126077298408,1.0,1.0,1.0,0.5,0.5,0.173394479509,1.0,0.076643314177,0.081409399039,0.0128583125925
1110032A13Rik,8.05914718511e-07,0.017442437388,0.0153346295434,0.0154534147274,0.0154534147274,0.012674620778,6.61360787229e-06,6.98956650132e-05,2.92332735988e-06,3.1051152487e-06,0.0250369368046
1110032E23Rik,0.00287442970335,1.0,1.0,1.0,0.5,0.5,0.00738452592956,0.078043083385,0.00326408627582,0.00346706434839,0.0246581792023
1110032F04Rik,0.161987060729,1.0,1.0,1.0,0.5,0.5,0.211626778627,1.0,0.0935426417756,0.0993596158158,0.00472048421114
1110034A24Rik,2.13336222304e-07,0.00464715199455,0.00417797170065,0.00418672336271,0.00418672336271,0.00360324879471,2.10768465058e-06,2.22749856258e-05,9.31632525544e-07,9.89566341751e-07,0.024236297316
1110034B05Rik,0.0337508666443,1.0,1.0,1.0,0.5,0.5,0.0585253743173,0.618523208065,0.025869212583,0.0274778964428,0.0138224380457
1110034G24Rik,0.0124763073395,1.0,1.0,1.0,0.5,0.5,0.0254924503403,0.269415998614,0.0112680973818,0.0119688070123,0.0119797188722
1110036O03Rik,0.00332740519159,1.0,1.0,1.0,0.5,0.5,0.0083411390292,0.0881530127989,0.00368692556429,0.0039161980104,0.0234412477043
1110037F02Rik,0.00546103555697,1.0,1.0,1.0,0.5,0.5,0.0127128398393,0.134355167698,0.00561929180585,0.00596872896027,0.0132716434119
1110038D17Rik,0.315207739111,1.0,1.0,1.0,0.5,0.5,0.35722802651,1.0,0.157900874043,0.167719981861,0.00253927987263
1110038F14Rik,0.267407279213,1.0,1.0,1.0,0.5,0.5,0.314500468547,1.0,0.139014565446,0.147659223145,6.59046734358e-05
1110049B09Rik,0.264249194015,1.0,1.0,1.0,0.5,0.5,0.311460272791,1.0,0.137670747124,0.146231839124,-0.0035709645394
1110049F12Rik,0.399361797678,1.0,1.0,1.0,0.5,0.5,0.426619604238,1.0,0.188573133668,0.200299604103,-0.0045194959073
1110051M20Rik,0.0229286310115,1.0,1.0,1.0,0.5,0.5,0.0423754030014,0.447842846171,0.0187306501038,0.0198954205587,-0.0134847545937
1110054O05Rik,0.323808813651,1.0,1.0,1.0,0.5,0.5,0.364662867382,1.0,0.16118720038,0.171210669276,0.00436542310099
1110057K04Rik,9.90476631209e-08,0.00216027003335,0.00196515323896,0.00196708658958,0.00196691395514,0.00173065981771,1.09240476527e-06,1.15450385034e-05,4.82861518257e-07,5.12888390103e-07,0.0239491415251
1110057P08Rik,0.00430699954669,1.0,1.0,1.0,0.5,0.5,0.0104131745867,0.110051242331,0.00460280058332,0.00488902696091,-0.0293693185027
1110058L19Rik,0.00159239638669,1.0,0.999999999799,1.0,0.5,0.5,0.00443499073905,0.0468710321233,0.00196034146847,0.0020822458237,-0.0198867289269
1110059E24Rik,0.00266995208572,1.0,1.0,1.0,0.5,0.5,0.00691877796867,0.0731208436509,0.00305821774185,0.00324839382493,-0.0196812403998
1110059G10Rik,0.203965463293,1.0,1.0,1.0,0.5,0.5,0.254377216288,1.0,0.112439063588,0.119431116641,-0.00776562162414
1110059M19Rik,6.04532856191e-05,0.732858537043,0.639934854798,1.0,0.5,0.462225821844,0.000266698063639,0.00281858841282,0.000117885088036,0.000125215803567,-0.0332196489582
1110065P20Rik,3.99954181246e-06,0.0836218486987,0.0712277095492,0.0738915349853,0.0738915349853,0.0552068941086,2.59385714162e-05,0.000274130812355,1.14652904982e-05,1.2178262635e-05,0.0182339551461
1110067D22Rik,0.169168564923,1.0,1.0,1.0,0.5,0.5,0.219275052323,1.0,0.0969233090577,0.102950510791,-0.00819180034102
1190002A17Rik,2.85213940956e-06,0.0603743245879,0.0517484207465,0.0531353572001,0.0531325050607,0.0407513678838,1.94144204169e-05,0.000205180568925,8.58150460032e-06,9.11514774465e-06,0.0379796916402
1190002H23Rik,0.305021992956,1.0,1.0,1.0,0.5,0.5,0.347924171624,1.0,0.153788411667,0.16335178492,-0.00478430845621
1190002N15Rik,0.169164318445,1.0,1.0,1.0,0.5,0.5,0.219275052323,1.0,0.0969233090577,0.102950510791,0.00920494242818
1190003J15Rik,0.00149548521329,1.0,0.999999999309,1.0,0.5,0.5,0.00421162532559,0.0445104031873,0.0018616101501,0.00197737487205,-0.00872544114876
1190003M12Rik,5.36270794869e-13,1.1708214287e-08,1.16165176367e-08,1.16172342292e-08,1.16172342292e-08,1.14606431571e-08,6.80752124138e-11,7.19450311305e-10,3.00904037284e-11,3.19615834815e-11,0.0889589230281
1190005F20Rik,0.0953155734117,1.0,1.0,1.0,0.5,0.5,0.138466534018,1.0,0.0612045671801,0.0650105894569,-0.00664095428761
1190005I06Rik,3.67721501896e-05,0.551971256699,0.469273871591,0.633497510952,0.5,0.343047389119,0.000173934819593,0.00183822357163,7.68821537002e-05,8.16630908614e-05,0.0281910606868
1190007F08Rik,0.0141187977243,1.0,1.0,1.0,0.5,0.5,0.0282136005647,0.298174371987,0.012470892143,0.0132463978854,-0.00936730239979
1190007I07Rik,0.00161709521096,1.0,0.999999999853,1.0,0.5,0.5,0.00449224833464,0.0474761568598,0.00198565030126,0.00210912849298,-0.0219680892232
1200009F10Rik,0.0226658735449,1.0,1.0,1.0,0.5,0.5,0.0419501141639,0.443348197154,0.0185426651917,0.0196957457549,-0.0124700337436
1200009I06Rik,0.366323365506,1.0,1.0,1.0,0.5,0.5,0.400178624145,1.0,0.176885769974,0.187885458592,0.00169905480998
1200009O22Rik,0.073781203669,1.0,1.0,1.0,0.5,0.5,0.112338828515,1.0,0.0496556761931,0.0527435276145,-0.0106711302064
1200011I18Rik,0.393794493099,1.0,1.0,1.0,0.5,0.5,0.42205977868,1.0,0.186557613083,0.198158747835,-0.000930897531365
1200011M11Rik,0.00203682359353,1.0,0.999999999999,1.0,0.5,0.5,0.005482066069,0.0579370082015,0.00242316660401,0.0025738518633,-0.0158071952745
1200014J11Rik,0.436921588585,1.0,1.0,1.0,0.5,0.5,0.455164940674,1.0,0.201190658718,0.213701753302,-0.00133790652831
1200014M14Rik,1.21775061689e-07,0.002655305283,0.00240945670724,0.00241236397207,0.00241224219701,0.0021106053692,1.3104072123e-06,1.38489891313e-05,5.79222314094e-07,6.15241407639e-07,-0.0330946730356
1200016B10Rik,3.67685690404e-05,0.55193622231,0.469273871591,0.633497510952,0.5,0.343043489335,0.000173934819593,0.00183822357163,7.68821537002e-05,8.16630908614e-05,-0.0351379935835
1300001I01Rik,0.00406816684873,1.0,1.0,1.0,0.5,0.5,0.00993794363228,0.105028781938,0.00439274040465,0.0046659041342,0.00993823705612
1300002K09Rik,0.455942944142,1.0,1.0,1.0,0.5,0.5,0.469468025043,1.0,0.2075128657,0.220417108405,-0.000262710118984
1300003B13Rik,0.31692336803,1.0,1.0,1.0,0.5,0.5,0.358666264,1.0,0.158536599517,0.168395240094,-0.0033383804726
1300010F03Rik,0.000137694934426,0.950542333742,0.893783627187,1.0,0.5,0.5,0.000540179180926,0.00570886327193,0.000238768401352,0.000253616277849,-0.0164580774957
1300014I06Rik,0.105471452353,1.0,1.0,1.0,0.5,0.5,0.149876981749,1.0,0.0662481794841,0.0703678401325,0.00475864719353
1300017J02Rik,0.000442611915431,0.999936605148,0.99887128937,1.0,0.5,0.5,0.00148342766596,0.0156775492611,0.000655700302474,0.000696475200052,0.0108484997507
1300018I05Rik,3.12492813637e-05,0.494550663544,0.418177440026,0.541581295315,0.5,0.307176367664,0.00015133832385,0.00159941335981,6.68941175907e-05,7.10539460719e-05,-0.0135901221125
1300018I17Rik,0.0226658735449,1.0,1.0,1.0,0.5,0.5,0.0419501141639,0.443348197154,0.0185426651917,0.0196957457549,0.00731629725473
1300018J18Rik,1.75345827045e-05,0.318087163733,0.266372196066,0.309750742664,0.309710986713,0.195493062572,9.17296881925e-05,0.000969441745181,4.05460850392e-05,4.30674541135e-05,-0.0167334855028
1500001A10Rik,3.26702085514e-06,0.0688475345624,0.0588496179314,0.0606522421757,0.0606489751548,0.0461107323495,2.17704907401e-05,0.000230080609151,9.62292782507e-06,1.02213321494e-05,0.0390797575519
1500001M20Rik,0.00678750110828,1.0,1.0,1.0,0.5,0.5,0.0152664209069,0.161342592767,0.00674801814475,0.00716764544654,-0.0154557901148
1500002C15Rik,0.0821933753106,1.0,1.0,1.0,0.5,0.5,0.122770840633,1.0,0.0542668032863,0.0576413988714,-0.00968503572154
1500002O20Rik,0.00568928974565,1.0,1.0,1.0,0.5,0.5,0.0131661346713,0.13914579701,0.00581965584469,0.00618155269011,0.0120373682302
1500003O03Rik,0.136326829243,1.0,1.0,1.0,0.5,0.5,0.184512769012,1.0,0.0815577875668,0.0866294802627,-0.0107437265908
1500009C09Rik,0.0165261589824,1.0,1.0,1.0,0.5,0.5,0.0321819401232,0.340113618733,0.014224965839,0.0151095491204,0.011027634387
1500010J02Rik,0.268989247036,1.0,1.0,1.0,0.5,0.5,0.31604171786,1.0,0.139695823902,0.148382845839,-0.00161839101362
1500011B03Rik,0.135273751741,1.0,1.0,1.0,0.5,0.5,0.183299596996,1.0,0.0810215448663,0.0860598911674,0.0115537493519
1500011H22Rik,0.00121808071214,0.999999999997,0.999999973971,1.0,0.5,0.5,0.00353491945706,0.0373586627738,0.00156249462673,0.00165965877037,0.0220557130846
1500011K16Rik,0.000178468231031,0.979697740914,0.943162169984,1.0,0.5,0.5,0.000675099680584,0.00713476547684,0.000298405560929,0.000316961990044,-0.0245782218239
1500012F01Rik,0.0387171407252,1.0,1.0,1.0,0.5,0.5,0.0656015313083,0.693307305969,0.028996994534,0.0308001803458,0.01194845895
1500015L24Rik,3.66992802371e-10,8.01288802754e-06,7.71452525217e-06,7.71455569865e-06,7.71382171305e-06,7.38499616212e-06,9.81444334936e-09,1.03723573862e-07,4.33815117544e-09,4.60792025926e-09,-0.0672340777694
1500015O10Rik,4.58140348669e-05,0.632240670967,0.542874144669,0.782778599735,0.5,0.396566285808,0.000210504359368,0.00222470737157,9.30465133396e-05,9.88326355012e-05,0.0313641170567
1500031L02Rik,1.8666988592e-05,0.334740995075,0.28041901651,0.329083132545,0.329080341888,0.205672880306,9.68058347604e-05,0.00102308880847,4.27898283078e-05,4.54507251536e-05,0.0317060848985
1500032L24Rik,0.016328151081,1.0,1.0,1.0,0.5,0.5,0.0318655637151,0.336770006613,0.0140851220763,0.0149610091361,-0.00800959678928
1500035H01Rik,0.0451706124391,1.0,1.0,1.0,0.5,0.5,0.0746474657006,0.788908921944,0.0329954516569,0.0350472825876,0.012634825155
1500035N22Rik,0.000543664804107,0.999993027978,0.999734344517,1.0,0.5,0.5,0.00177205757632,0.0187279235676,0.000783279640427,0.000831988093044,0.0242970668517
1500041N16Rik,0.0277504284189,1.0,1.0,1.0,0.5,0.5,0.0497385998174,0.525660513625,0.021985308548,0.0233524708033,-0.00886904281837
1520401A03Rik,1.07622429536e-05,0.209416562113,0.1757578885,0.193289927587,0.193279021864,0.130589055999,6.0549420837e-05,0.000639914267263,2.67638756296e-05,2.84281943489e-05,0.032950964662
1520402A15Rik,0.362708035018,1.0,1.0,1.0,0.5,0.5,0.397522069232,1.0,0.175711527442,0.186638195476,0.00152317092979
1600002H07Rik,0.0299693860533,1.0,1.0,1.0,0.5,0.5,0.0529463622289,0.559561629518,0.0234031941866,0.0248585280371,0.0250014297465
1600002K03Rik,0.115451323392,1.0,1.0,1.0,0.5,0.5,0.16139010166,1.0,0.0713371746416,0.0757732958064,0.00637241143779
1600012F09Rik,0.133196862465,1.0,1.0,1.0,0.5,0.5,0.181120438899,1.0,0.0800583198597,0.0850367677577,-0.00481670936421
1600012H06Rik,0.000137626591419,0.950468467686,0.893778537928,1.0,0.5,0.5,0.000540179180926,0.00570886327193,0.000238768401352,0.000253616277849,-0.0174905964239
1600012P17Rik,0.00035926482295,0.999608528387,0.996198631179,1.0,0.5,0.5,0.00123691977193,0.0130723398932,0.000546739613398,0.000580738761567,0.0263074285572
1600014C10Rik,0.0134382870161,1.0,1.0,1.0,0.5,0.5,0.0271046931286,0.286454925629,0.011980736163,0.0127257614255,-0.0103637980014
1600014C23Rik,3.45940526747e-09,7.55298033195e-05,7.15137290291e-05,7.15162850945e-05,7.15162850945e-05,6.69221948993e-05,6.49299738926e-08,6.86209976785e-07,2.87001547145e-08,3.04848814633e-08,0.0464096549778
1600014K23Rik,0.25335154055,1.0,1.0,1.0,0.5,0.5,0.301544871786,1.0,0.133287970945,0.141576518843,0.00368983287502
1600015I10Rik,4.86544873785e-05,0.654356686548,0.563745956034,0.829510355317,0.5,0.411130418349,0.000221703017818,0.00234305997045,9.79965111737e-05,0.000104090450266,-0.0331495486415
1600016N20Rik,4.14327550282e-11,9.0464216973e-07,8.83014295572e-07,8.83014875161e-07,8.83014875161e-07,8.57326567043e-07,1.72971849577e-09,1.82804645939e-08,7.64565045463e-10,8.12109726018e-10,0.0508956949927
